Link,Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
https://app.thestorygraph.com/books/2d7248cb-2d7a-4d3e-a45a-d1b995aeaaf8,Yellowface,R.F. Kuang,,9.78E+12,hardcover,to-read,6/7/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/2e761395-378d-4531-9a88-adb210eecae9,Daughter of the Moon Goddess,Sue Lynn Tan,,9.78E+12,hardcover,read,9/3/2022,10/8/2022,2022/10/06-2022/10/08,1,"adventurous, emotional",medium,A mix,Yes,Yes,Yes,Yes,4.5,,,,,Yes
https://app.thestorygraph.com/books/2e9efe58-a34d-47df-af90-7ee4b42f0157,The Moth Girl,Heather Kamins,,9.78E+12,hardcover,read,8/4/2022,8/4/2022,2022/08/04-2022/08/04,1,"challenging, emotional, hopeful, reflective",fast,Character,Yes,Yes,It's complicated,Yes,3.75,,,,,No
https://app.thestorygraph.com/books/2efbc8f1-1b53-42cc-9d31-e7f08d0ecef8,Bloodmarked,Tracy Deonn,,9.78E+12,hardcover,read,4/1/2022,3/8/2023,2023/03/05-2023/03/08,1,"adventurous, challenging, emotional, mysterious, tense",medium,A mix,Yes,Yes,Yes,Yes,4.75,,,,,No
https://app.thestorygraph.com/books/2fc2b975-aed7-4761-b780-b72c8e0d381a,Crier's War,Nina Varela,,9.78E+12,digital,read,12/26/2022,12/27/2022,2022/12/25-2022/12/27,1,"adventurous, emotional, mysterious, tense",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/30a31c73-9440-457e-b69f-ccb44ed3f180,The Stardust Thief,Chelsea Abdullah,,9.78E+12,hardcover,read,6/8/2022,6/9/2022,2022/06/07-2022/06/09,1,"adventurous, dark, mysterious, tense",medium,Plot,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/30b124b6-0257-45d9-bc53-83a29376df27,A Rush of Wings,Laura E. Weymouth,,9.78E+12,digital,read,11/24/2022,12/7/2022,2022/12/05-2022/12/07,1,"adventurous, mysterious",medium,A mix,Yes,Yes,No,Yes,3.75,,,,,Yes
https://app.thestorygraph.com/books/30ea1763-6c3a-480d-bf24-fdb31754a095,The Bodyguard,Katherine Center,,9.78E+12,hardcover,to-read,6/1/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/30ffa15d-eef4-4061-9210-321bb18636ea,Epically Earnest,Molly Horan,,9.78E+12,hardcover,read,3/15/2023,3/15/2023,2023/03/14-2023/03/15,1,"funny, hopeful, lighthearted, reflective",fast,Character,It's complicated,Yes,It's complicated,Yes,3.5,,,,,No
https://app.thestorygraph.com/books/31bd2346-7635-47dd-a0da-3f626befd000,The Sunbearer Trials,Aiden Thomas,,9.78E+12,hardcover,read,9/10/2022,9/11/2022,2022/09/10-2022/09/11,1,"adventurous, emotional, mysterious, tense",medium,A mix,Yes,Yes,Yes,Yes,4.75,,,,,Yes
https://app.thestorygraph.com/books/328b3e70-5cf6-4f54-9799-9782be6d0323,Interesting Facts About Space,Emily Austin,,9.78E+12,hardcover,read,1/14/2024,1/15/2024,2024/01/13-2024/01/15,1,"challenging, dark, emotional, sad",slow,Character,Yes,It's complicated,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/33b2f7d2-82ee-4a0a-8519-71e1d988f378,A Prayer for the Crown-Shy,Becky Chambers,,9.78E+12,hardcover,read,9/2/2022,9/26/2022,2022/09/24-2022/09/26,1,"challenging, emotional, hopeful",medium,A mix,Yes,Yes,Yes,Yes,4.75,,,,,Yes
https://app.thestorygraph.com/books/343c355e-1b9e-466c-8947-63b1ad677c66,The Alchemy Of Moonlight,David Ferraro,,9.78E+12,digital,read,8/15/2023,8/17/2023,2023/08/14-2023/08/17,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,3,,,,,No
https://app.thestorygraph.com/books/34c66d4e-2363-4a88-a43e-40baacae7afa,Legends & Lattes,Travis Baldree,,9.80E+12,paperback,read,5/30/2022,5/31/2022,2022/05/30-2022/05/31,1,"hopeful, lighthearted, relaxing",medium,A mix,Yes,Yes,It's complicated,Yes,4.5,,,,,Yes
https://app.thestorygraph.com/books/350fcc3c-b157-4b80-bfc1-9bac801f06b4,I Hope You Get This Message,Farah Naz Rishi,,9.78E+12,hardcover,read,7/24/2019,,,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/35a6f5e2-a3d0-410a-92b3-684db49b4c63,A Fragile Enchantment,Allison Saft,,9.78E+12,hardcover,read,1/3/2024,1/26/2024,2024/01/24-2024/01/26,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/35b935ec-e14d-445c-a36f-265b5caa56a2,Time's Mouth,Edan Lepucki,,9.78E+12,hardcover,to-read,12/27/2023,,,0,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/3722ccc0-65f0-4a0e-8886-660bb61b9f01,All of Our Demise,"C.L. Herman, Amanda Foody",,9.78E+12,hardcover,read,1/7/2023,1/8/2023,2023/01/06-2023/01/08,1,"adventurous, dark, emotional, mysterious, tense",medium,A mix,Yes,Yes,It's complicated,Yes,4.5,,,,,No
https://app.thestorygraph.com/books/37b151ba-eeeb-4c98-b4f8-97a2af576492,On Earth We're Briefly Gorgeous,Ocean Vuong,,9.78E+12,hardcover,read,4/10/2022,7/4/2022,2022/07/03-2022/07/04,1,"challenging, emotional, relaxing, sad",slow,Character,N/A,N/A,N/A,N/A,4,,,,,Yes
https://app.thestorygraph.com/books/8e4d1819-7909-43cc-b67c-90f572492f29,"Analee, In Real Life",Janelle Milanes,,,,read,1/13/2019,2/8/2019,2/8/2019,1,,,,,,,,3,,,,,No
https://app.thestorygraph.com/books/382a4162-eab8-420d-8141-367438922d04,A Neon Darkness,Lauren Shippen,,9.78E+12,hardcover,read,2/7/2022,,,1,"challenging, dark, emotional, tense",medium,Character,It's complicated,It's complicated,Yes,Yes,3.75,,Graphic: Death; ,,,No
https://app.thestorygraph.com/books/27d46c95-d7c5-49f5-a84d-29581379ab90,Wayward Son,Rainbow Rowell,,,paperback,read,7/23/2020,7/23/2020,7/23/2020,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/38fe3a14-3dcf-4937-8087-4f310d376df9,O Beautiful,Jung Yun,,9.78E+12,hardcover,read,6/15/2023,6/18/2023,2023/06/15-2023/06/18,1,"challenging, emotional, reflective",medium,A mix,It's complicated,It's complicated,Yes,Yes,3.5,,,,,Yes
https://app.thestorygraph.com/books/39160b80-3c0a-4178-812b-e03576f89256,The London Séance Society,Sarah Penner,,9.78E+12,hardcover,read,6/29/2023,7/1/2023,2023/06/28-2023/07/01,1,"emotional, mysterious",,A mix,Yes,No,It's complicated,Yes,2,,,,,Yes
https://app.thestorygraph.com/books/ad99aaa1-1868-4d3a-8cdc-4587681723d1,Six of Crows,Leigh Bardugo,,9.78E+12,digital,read,4/8/2017,,,1,,,,,,,,5,,,,,No
https://app.thestorygraph.com/books/397703ae-3ad2-4aa1-a07e-88f0bddef864,The Henna Wars,Adiba Jaigirdar,,9.78E+12,hardcover,to-read,2/26/2020,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/3a7cd7aa-819e-4d37-8129-911a15a34589,Threads That Bind,Kika Hatzopoulou,,9.78E+12,hardcover,read,5/10/2023,6/4/2023,2023/06/03-2023/06/04,1,"adventurous, dark, mysterious",medium,A mix,Yes,Yes,N/A,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/3a80ed5e-f331-4940-b446-2f12880e8a68,What Happened to Ruthy Ramirez,Claire Jiménez,,9.78E+12,hardcover,read,12/27/2023,1/24/2024,2024/01/22-2024/01/24,1,"emotional, funny, reflective, sad",medium,Character,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/29ec4ced-0264-499b-a219-ed53bcebcd3a,Silver in the Bone,Alexandra Bracken,,9.78E+12,hardcover,read,5/10/2023,5/14/2023,2023/05/11-2023/05/14,1,"adventurous, emotional, mysterious, sad",medium,A mix,It's complicated,Yes,No,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/3b3fad74-3018-46f8-a378-fe320eaa144b,The Kingdom of Sweets,Erika Johansen,,9.78E+12,hardcover,read,12/13/2023,12/14/2023,2023/12/13-2023/12/14,1,"adventurous, challenging, dark, mysterious",medium,A mix,Yes,It's complicated,No,Yes,3.5,,,,,Yes
https://app.thestorygraph.com/books/3bf3077b-a4d5-45ae-8c38-2f1a8d264d69,"Dark Star Burning, Ash Falls White",Amélie Wen Zhao,,,hardcover,read,12/27/2023,1/17/2024,2024/01/16-2024/01/17,1,"adventurous, dark, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,4,"<div>This is one of my most anticipated sequels and the bittersweet ending to this story cleared me at the knees (in a good way). The journey itself didn't have the same punch as Silver did for me, but it was a very satisfying conclusion to Rin and Zen's tale and the messaging about yin &amp; yang.</div>",Graphic: Death; ,,,Yes
https://app.thestorygraph.com/books/3c36b45e-40b0-4b06-9f1b-1fdce0369b97,All the Bright Places,Jennifer Niven,,9.78E+12,hardcover,read,4/8/2017,,,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/3cebf3f1-64a6-4e8c-bbf2-23c9ea4f72a3,Starfish,Akemi Dawn Bowman,,9.78E+12,hardcover,to-read,3/18/2019,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/3d254302-f69a-4de6-a245-b756e176c93c,The Temperature of Me and You,Brian Zepka,,9.78E+12,hardcover,read,2/5/2023,2/7/2023,2023/02/05-2023/02/07,1,"adventurous, emotional, hopeful, tense",medium,A mix,Yes,It's complicated,Yes,N/A,3.5,,,,,No
https://app.thestorygraph.com/books/3e335854-7d32-4e06-adbc-2f784afa1ba2,"Someday, Maybe",Onyi Nwabineli,,9.78E+12,hardcover,read,11/6/2022,11/6/2022,2022/11/06-2022/11/06,1,"emotional, reflective, sad",slow,Character,Yes,Yes,Yes,Yes,5,,,,,Yes
https://app.thestorygraph.com/books/3ee800f2-dc75-4c97-b9e9-bdc82315e9f3,Not Here to Be Liked,Michelle Quach,,9.78E+12,hardcover,read,10/11/2022,10/11/2022,2022/10/10-2022/10/11,1,"funny, inspiring, lighthearted, reflective",medium,Character,Yes,Yes,Yes,Yes,4,,,,,No
https://app.thestorygraph.com/books/3f7f41fd-5b46-4a6f-bd4b-9b25d42721c1,Today Tonight Tomorrow,Rachel Lynn Solomon,,9.78E+12,digital,read,8/8/2020,10/2/2020,10/2/2020,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/4132a7cd-f367-487e-b6a1-2f957883aace,Godslayers,Zoe Hana Mikuta,,9.78E+12,hardcover,read,11/10/2022,11/11/2022,2022/11/09-2022/11/11,1,"adventurous, emotional, tense",fast,Plot,It's complicated,Yes,Yes,It's complicated,3.5,,,,,No
https://app.thestorygraph.com/books/41ba1d89-4597-4486-b959-b74717e4a80e,A Good Girl's Guide to Murder,Holly Jackson,,9.78E+12,paperback,read,2/20/2022,2/20/2022,2022/02/19-2022/02/20,1,"adventurous, funny, mysterious, tense",fast,A mix,It's complicated,Yes,No,It's complicated,4,,,,,No
https://app.thestorygraph.com/books/420f2469-d6b5-4be9-816c-998a41be8f67,The Titan's Curse ,Rick Riordan,,9.78E+12,paperback,read,5/6/2022,5/5/2022,2022/05/05-2022/05/05,1,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/423917a7-43f9-4408-8df6-d186a407c2db,The Hen Who Dreamed She Could Fly,Sun-mi Hwang,"Chi-Young Kim (Translator), Nomoco (Illustrator)",9.78E+12,paperback,to-read,1/1/2024,,,0,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/425f0fba-d272-41da-b53c-9c49c55d8b94,Yerba Buena,Nina LaCour,,9.78E+12,hardcover,read,5/10/2022,5/10/2022,2022/05/09-2022/05/10,1,"dark, emotional, reflective",slow,Character,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/42d21eb4-516b-4a76-87a5-de833e463f17,The Cursed Rose,Leslie Vedder,,9.78E+12,hardcover,to-read,6/6/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/43444ff4-cd11-4343-9191-b74e77886974,How We Ricochet,Faith Gardner,,9.78E+12,hardcover,read,11/22/2022,11/22/2022,2022/11/21-2022/11/22,1,"challenging, dark, emotional, reflective",medium,Character,Yes,It's complicated,It's complicated,Yes,3.75,,,,,No
https://app.thestorygraph.com/books/437716ca-4424-42da-ab82-4047dc3df3e6,The Cartographers,Peng Shepherd,,9.78E+12,hardcover,read,3/20/2022,3/21/2022,2022/03/19-2022/03/21,1,"adventurous, emotional, mysterious, sad",medium,Plot,It's complicated,Yes,Yes,Yes,4.5,,,,,Yes
https://app.thestorygraph.com/books/439ec833-519f-411a-a7a9-f054f4c26338,Going Dark,Melissa de la Cruz,,9.78E+12,hardcover,read,5/9/2023,5/8/2023,2023/05/08-2023/05/08,1,"dark, mysterious, tense",medium,A mix,It's complicated,It's complicated,Yes,Yes,4.25,,,,,No
https://app.thestorygraph.com/books/7d37cc44-60fe-4384-9117-f143752d9920,The Ballad Of Never After,Stephanie Garber,,9.78E+12,hardcover,read,3/2/2023,3/3/2023,2023/03/01-2023/03/03,1,"adventurous, emotional, mysterious",fast,Plot,It's complicated,Yes,No,Yes,3.75,,,,,No
https://app.thestorygraph.com/books/450f73fc-0f1c-4e8c-ba93-175f3f6921b3,Things Fall Apart,Chinua Achebe,,9.78E+12,paperback,read,4/8/2017,,,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/45290ec0-faed-4eaa-acf4-13a18da42a20,Sailor Moon 5 (Naoko Takeuchi Collection),Naoko Takeuchi,,9.78E+12,paperback,read,1/16/2024,1/15/2024,2024/01/15-2024/01/15,1,"adventurous, emotional, mysterious",fast,Plot,N/A,Yes,It's complicated,N/A,3.5,,,,,Yes
https://app.thestorygraph.com/books/d62a9341-e8f1-464a-a376-fff3de8fcf4a,The Stand-In,Lily Chu,,9.78E+12,paperback,read,6/20/2022,6/21/2022,2022/06/19-2022/06/21,1,"emotional, funny, lighthearted",medium,Character,Yes,Yes,Yes,Yes,4.5,,,,,Yes
https://app.thestorygraph.com/books/45b6f077-38d9-45fa-a09b-d31d9ef9314b,Wings of Ebony,J. Elle,,9.78E+12,hardcover,read,7/27/2022,7/28/2022,2022/07/26-2022/07/28,1,"adventurous, challenging, tense",medium,A mix,Yes,Yes,Yes,Yes,4.5,,,,,No
https://app.thestorygraph.com/books/45c34e3c-4442-4c48-b887-b879bb19a82b,The Final Gambit,Jennifer Lynn Barnes,,9.78E+12,hardcover,read,10/23/2022,10/24/2022,2022/10/22-2022/10/24,1,"adventurous, mysterious, tense",medium,A mix,Yes,Yes,No,It's complicated,4,,,,,No
https://app.thestorygraph.com/books/46fbb4d1-c053-4816-9a65-52ac2b37ccac,Miracle Creek,Angie Kim,,9.78E+12,hardcover,to-read,12/22/2023,,,0,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/47e4313a-5e92-4096-ad39-fd5604a08b71,The Battle of the Labyrinth,Rick Riordan,,1423101499,paperback,read,5/14/2022,5/14/2022,2022/05/14-2022/05/14,1,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/480244d0-1122-4f3a-a537-bca9ac58091f,The Wicked Bargain,Gabe Cole Novoa,,9.78E+12,hardcover,to-read,1/1/2024,,,0,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/4844447a-8582-4657-b33b-427fdf4b5fbf,Dear Medusa,Olivia A. Cole,,9.78E+12,hardcover,read,6/28/2023,6/28/2023,2023/06/27-2023/06/28,1,"challenging, emotional, reflective",medium,Character,Yes,Yes,N/A,It's complicated,3,,,,,No
https://app.thestorygraph.com/books/489a5cd5-69a7-4239-8423-760fc2a04877,The Luminaries,Susan Dennard,,9.78E+12,hardcover,read,4/10/2023,4/10/2023,2023/04/09-2023/04/10,1,"adventurous, mysterious",fast,A mix,Yes,Yes,No,Yes,4.5,,,,,No
https://app.thestorygraph.com/books/490ffda6-fd7c-4cd3-bd40-703fd7d0d2eb,The Reunion,Kayla Olson,,9.78E+12,paperback,read,1/7/2024,1/7/2024,2024/01/06-2024/01/07,1,"emotional, funny, lighthearted",medium,Character,Yes,Yes,No,Yes,3.75,,,,,No
https://app.thestorygraph.com/books/493fe587-e118-4778-944c-e1a168257843,This Poison Heart,Kalynn Bayron,,9.78E+12,hardcover,read,7/1/2022,7/1/2022,2022/06/30-2022/07/01,1,"adventurous, dark, mysterious, tense",medium,A mix,Yes,Yes,Yes,N/A,5,,,,,No
https://app.thestorygraph.com/books/91b5f661-41ff-483d-aa61-d16bc4693d67,The Weight of Our Sky,Hanna Alkaf,,9.78E+12,digital,read,1/27/2019,7/4/2022,2022/07/04-2022/07/04,1,"challenging, dark, emotional, tense",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/4a23992b-c7ff-49e0-a827-4ad19be58143,Unseelie,Ivelisse Housman,,9.78E+12,hardcover,read,3/21/2023,3/25/2023,2023/03/22-2023/03/25,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,3.75,,,,,Yes
https://app.thestorygraph.com/books/4a4ef84d-67c6-450e-9aa2-3c374005b745,The Pairing,Casey McQuiston,,9.78E+12,paperback,to-read,2/3/2024,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/4a4f2083-74f7-4042-9b90-c10435fade42,Sailor Moon 2 (Naoko Takeuchi Collection),Naoko Takeuchi,,9.78E+12,paperback,read,2/18/2023,2/18/2023,2023/02/17-2023/02/18,1,"adventurous, lighthearted",medium,A mix,Yes,Yes,N/A,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/be62d4d7-d09a-459f-8ed5-5fb87c143fed,Shatter Me,Tahereh Mafi,,9.78E+12,paperback,read,4/8/2017,,,1,,,,,,,,3,,,,,No
https://app.thestorygraph.com/books/4bc81025-4de4-4642-9ffe-82037400656b,Such a Fun Age,Kiley Reid,,9.78E+12,digital,read,8/4/2023,8/5/2023,2023/08/04-2023/08/05,1,"challenging, emotional, funny, reflective",medium,A mix,It's complicated,It's complicated,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/1fed3255-dee7-45d6-8766-908e11d43a6d,"Always and Forever, Lara Jean",Jenny Han,,,paperback,read,12/13/2019,12/13/2019,12/13/2019,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/4cb95e84-525c-463e-9516-f514da1f3dee,Mortal Follies,Alexis Hall,,9.78E+12,paperback,to-read,6/7/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/9c138bc6-4550-4ec7-9fc2-ffccd4c3d2f4,Who I Was with Her,Nita Tyndall,,9.78E+12,digital,read,5/24/2019,10/7/2020,10/7/2020,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/1d694c94-b994-4775-8d53-3df2b779f987,Call Down the Hawk,Maggie Stiefvater,,,paperback,read,2/6/2019,8/21/2020,8/21/2020,1,,,,,,,,5,,,,,Yes
https://app.thestorygraph.com/books/4d83b1b9-140d-4a09-a73a-39b17b30f66e,It's Kind of a Funny Story,Ned Vizzini,,9.78E+12,paperback,to-read,1/21/2018,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/4d8f101a-76cf-4d4e-9b63-5911ed80c71e,The Blood of Olympus,Rick Riordan,,9.78E+12,hardcover,read,9/29/2022,9/30/2022,2022/09/28-2022/09/30,1,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/4da4de6c-50da-48cb-be46-d9fa8a84ffe4,She Is a Haunting,Trang Thanh Tran,,9.78E+12,hardcover,read,3/1/2023,3/5/2023,2023/03/03-2023/03/05,1,"dark, mysterious, reflective",slow,A mix,It's complicated,Yes,Yes,Yes,3.5,,,,,Yes
https://app.thestorygraph.com/books/4dabc3d6-cc43-487c-bbf8-79a05974d97f,Alone Out Here,Riley Redgate,,9.78E+12,hardcover,read,6/14/2022,6/15/2022,2022/06/14-2022/06/15,1,"adventurous, challenging, dark, tense",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/4db23eb0-5944-4476-a873-d21aeac768bc,Where I Live,Brenda Rufener,,9.78E+12,hardcover,to-read,4/11/2022,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/4ea02884-eab7-4b29-84ce-71435320bac8,The House of Hades,Rick Riordan,,9.78E+12,hardcover,read,7/19/2022,7/20/2022,2022/07/18-2022/07/20,1,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/4ed3d07e-2be7-4e18-9508-e58004d45cfa,How to Excavate a Heart,Jake Maia Arlow,,9.78E+12,hardcover,read,5/31/2023,6/2/2023,2023/06/02-2023/06/02,1,"emotional, funny, hopeful",medium,Character,Yes,Yes,Yes,Yes,3.5,,,,,No
https://app.thestorygraph.com/books/4f2d249c-54fe-46a2-ac1b-8a393f614ba4,By Any Other Name,Erin Cotter,,9.78E+12,hardcover,read,11/7/2023,11/8/2023,2023/11/06-2023/11/08,1,"adventurous, challenging, dark, emotional, funny, mysterious",medium,A mix,Yes,Yes,Yes,Yes,3.5,,,,,Yes
https://app.thestorygraph.com/books/1b992110-1eb6-4833-9cea-efd1e1c00133,Foul Heart Huntsman,Chloe Gong,,9.78E+12,hardcover,read,10/27/2023,10/28/2023,2023/10/26-2023/10/28,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/3cdde508-b86a-4887-b26a-db67fa814893,Tyler Johnson Was Here,Jay Coles,,,paperback,to-read,10/6/2018,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/50ef96a1-9370-4a58-9d66-1770db58a86d,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",Robin Wall Kimmerer,,9.78E+12,hardcover,to-read,2/2/2024,,,0,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/5148b109-1242-4faa-994b-3ab8da798801,Once & Future,"Cory McCarthy, A.R. Capetta",,9.78E+12,hardcover,to-read,1/24/2024,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/51c34d28-c2a0-4a7b-b49a-37556cc76027,Victories Greater Than Death,Charlie Jane Anders,,9.78E+12,hardcover,read,8/5/2022,8/6/2022,2022/08/04-2022/08/06,1,"adventurous, emotional",medium,A mix,Yes,Yes,Yes,Yes,3.75,,,,,Yes
https://app.thestorygraph.com/books/51ce0300-10a6-4fd8-b0c5-f16a1c590534,The Anthropocene Reviewed: Essays on a Human-Centered Planet,John Green,,9.78E+12,hardcover,read,2/7/2022,2/23/2022,2022/02/13-2022/02/23,1,"challenging, informative, inspiring, reflective",slow,,,,,,4,,,,,Yes
https://app.thestorygraph.com/books/51ce0300-10a6-4fd8-b0c5-f16a1c590534,Mister Impossible,Maggie Stiefvater,,9.78E+12,hardcover,read,8/6/2021,6/3/2021,6/3/2021,1,"adventurous, dark, emotional, mysterious",medium,,,,,,4.75,,,,,Yes
https://app.thestorygraph.com/books/52691ea5-a9ba-404d-b4c1-ced98954f858,Descendant of the Crane,Joan He,,9.78E+12,hardcover,read,9/29/2022,10/3/2022,2022/10/01-2022/10/03,1,"adventurous, challenging, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/52a63344-2a59-4241-843d-3d1997823410,The Sand Warrior,"Alexis Siegel, Mark Siegel","Xanthe Bouma (Illustrator), Boya Sun (Illustrator), Matt Rockefeller (Illustrator)",9.78E+12,hardcover,read,8/19/2018,,,1,,,,,,,,4,,,,,Yes
https://app.thestorygraph.com/books/0cebbfde-b5b4-4ad4-8449-6b81ebf380c5,Women Who Run With The Wolves: Contacting the Power of the Wild Woman,Clarissa Pinkola Estés,,9.78E+12,paperback,to-read,9/12/2018,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/5359abb2-a1fd-43d2-bdf6-ea314e0dadb4,A Magic Steeped in Poison,Judy I. Lin,,9.78E+12,hardcover,read,4/1/2022,4/18/2022,2022/04/17-2022/04/18,1,"adventurous, emotional, mysterious",medium,A mix,It's complicated,Yes,Yes,N/A,5,,,,,Yes
https://app.thestorygraph.com/books/5369081d-d346-489a-90d2-ae4e99108d6c,The Lake House,Sarah Beth Durst,,9.78E+12,hardcover,read,5/31/2023,5/31/2023,2023/05/30-2023/05/31,1,"adventurous, dark, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,4.25,,,,,Yes
https://app.thestorygraph.com/books/544599f7-92a3-4432-b7b3-312b1100747d,What We Kept to Ourselves,Nancy Jooyoun Kim,,9.78E+12,hardcover,to-read,12/27/2023,,,0,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/39cd0cd1-2f73-4eb0-88cd-3c3070c97c66,Parakeet,Marie-Helene Bertino,,,,to-read,1/25/2024,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/9d080e26-7ce1-40c3-8780-f896df2e47cb,The Goodbye Cat,Hiro Arikawa,,9.78E+12,hardcover,read,10/19/2023,10/20/2023,2023/10/18-2023/10/20,1,"emotional, reflective, sad",medium,Character,Yes,Yes,N/A,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/56bde441-6cfa-4dad-92c9-335d0ae6518f,The Kingdom of Back,Marie Lu,,9.78E+12,hardcover,read,1/27/2023,1/28/2023,2023/01/26-2023/01/28,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,No,N/A,4,,,,,No
https://app.thestorygraph.com/books/56fbbb01-c30e-4065-8eba-a4bc398d4f1a,Elatsoe,Darcie Little Badger,Rovina Cai (Illustrator),9.78E+12,hardcover,read,4/29/2022,4/30/2022,2022/04/29-2022/04/30,1,"adventurous, mysterious",medium,Plot,No,Yes,Yes,No,4.25,,,,,No
https://app.thestorygraph.com/books/5707b636-e44f-4d09-adb8-8aaa2a0afcac,When Shadows Grow Tall,Maressa Voss,,9.78E+12,paperback,to-read,1/25/2024,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/5779c73e-469b-4c9c-bad0-3349158593f0,Court of Wanderers,Rin Chupeco,,9.78E+12,hardcover,to-read,12/13/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/57aa7dd1-9006-4670-bce9-4b343c584873,Small Angels,Lauren Owen,,9.78E+12,hardcover,read,8/7/2022,8/9/2022,2022/08/07-2022/08/09,1,"adventurous, dark, emotional, mysterious, reflective, sad",medium,A mix,Yes,Yes,It's complicated,It's complicated,4,,,,,Yes
https://app.thestorygraph.com/books/57c6e70b-d8e5-4e9a-9508-c2a5a5a59ac4,Siege and Storm,Leigh Bardugo,,9.78E+12,paperback,read,6/19/2017,7/3/2017,7/3/2017,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/592c62b4-bbbf-4b60-81d9-1260e16c536d,The Poison Season,Mara Rutherford,,9.78E+12,hardcover,read,7/8/2023,7/9/2023,2023/07/07-2023/07/09,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,No,Yes,3.5,,,,,No
https://app.thestorygraph.com/books/596bb066-b048-48ba-82c5-bd0ad8b51cdc,Greywaren,Maggie Stiefvater,,9.78E+12,hardcover,read,10/12/2022,10/19/2022,2022/10/17-2022/10/19,1,"adventurous, emotional, mysterious, tense",medium,A mix,Yes,Yes,Yes,Yes,4.5,,,,,Yes
